Who captained England's winning football World Cup team in 1966?	David Beckham	Lewis Hamilton	Bobby Moore	Dylan Thomas	C	Bobby Moore (1941-93) captained the English football team that won the World Cup in 1966.	../src/online/a_modern_thriving_society/sports/00.json	
Ellie Simmonds is a Paralympian and was the youngest member of the British team at the 2008 games.	True	False			A	Ellie Simmonds (1994-) is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games.	../src/online/a_modern_thriving_society/sports/00.json	
FIFA stands for 'Fédération Internationale de Football Association'.	True	False			A	FIFA stands for 'Fédération Internationale de Football Association'.	../src/online/a_modern_thriving_society/sports/00.json	
Which TWO of the following countries play rugby union in the Six Nations Championship?	Scotland	France	New Zealand	Argentina	A, B	A famous rugby union competition is the Six Nations Championship between England, Ireland, Scotland, Wales, France and Italy.	../src/online/a_modern_thriving_society/sports/00.json	
The 'Ashes' are played for between England and Australia in which sport?	Rugby union	Tennis	Darts	Cricket	D	The most famous cricket competition is the Ashes, which is a series of test matches played between England and Australia.	../src/online/a_modern_thriving_society/sports/00.json	
What is Sir Roger Bannister famous for?	Won the London Marathon six times	First man in the world to run a mile in under four minutes	Won the Formula 1 world championship three times	Fastest person to sail around the world single-handed	B	Sir Roger Bannister (1929-2018) was the first man in the world to run a mile in under four minutes, in 1954.	../src/online/a_modern_thriving_society/sports/00.json	
What is a Yorkshire pudding?	A caramel-flavoured dessert	Meat and potato in a pastry	Batter cooked in the oven	Apple and pears with custard	C	Yorkshire puddings are made from batter that is baked in the oven.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following statements is correct?	The BBC is financed by selling space for adverts during television shows.	Funds from TV licences finance the BBC.			B	The money from TV licences is used to pay for the British Broadcasting Corporation (BBC). This is a British public service broadcaster providing television and radio programmes.	../src/online/a_modern_thriving_society/leisure/01.json	
Which British director made films including The 39 Steps?	Sir Alfred Hitchcock	Charlie Chaplin	Sir Ridley Scott	William Walton	A	Famous British films include The 39 Steps (1935), directed by Sir Alfred Hitchcock.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following statements is correct?	A wide variety of food is eaten in the UK because of the country's rich cultural heritage and diverse population.	A wide variety of food is eaten in the UK because of the cheap import of ingredients from overseas.			A	Thanks to the country's rich cultural heritage and diverse population, a wide variety of food is eaten in the UK.	../src/online/a_modern_thriving_society/leisure/01.json	
Which TWO of the following were eminent film directors?	Sir Alexander Korda	Sir Alex Ferguson	Sir Alfred Hitchcock	Sir Alexander Fleming	A, C	British studios flourished in the 1930s. Eminent directors included Sir Alexander Korda and Sir Alfred Hitchcock.	../src/online/a_modern_thriving_society/leisure/01.json	
Some people rent land away from home called an allotment, where they can grow fruit and vegetables.	True	False			A	People in the UK spend their leisure time in many different ways. Some might rent plots of land called allotments where fruit and vegetables can be grown.	../src/online/a_modern_thriving_society/leisure/01.json	
What is Sir Ridley Scott famous for?	Directing films	Theatre production	Conducting orchestras	Singing as an operatic tenor	A	British film directors, including Sir David Lean and Sir Ridley Scott, found great success both in the UK and internationally.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following were music hall performers who later became television stars?	Margate and Wise	Morecambe and Wise	Maidstone and Wise	Matlock and Wise	B	Comedians were a popular feature of British music hall, a form of variety theatre which was very common until television became the leading form of entertainment in the UK. Some of the people who had performed in the music halls in the 1940s and 1950s, such as Morecambe and Wise, became stars of television.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following is the title of the Sir David Lean directed film of 1962?	The Belles of St Trinian's	The Killing Fields	Four Weddings and a Funeral	Lawrence of Arabia	D	Lawrence of Arabia (1962) was directed by Sir David Lean.	../src/online/a_modern_thriving_society/leisure/01.json	
What are the BAFTAs the British equivalent of?	The Victoria Cross	The Man Booker Prize	The Laurence Olivier Awards	The Oscars	D	The annual British Academy Film Awards, hosted by the British Academy of Film and Television Arts (BAFTA), are the British equivalent of the Oscars.	../src/online/a_modern_thriving_society/leisure/01.json	
You have to be 16 or over to buy alcohol in a pub or nightclub.	True	False			B	To buy alcohol in a pub or nightclub you must be 18 or over, but people under that age may be allowed in some pubs with an adult. When they are 16, people can drink wine or beer with a meal in a hotel or restaurant (including eating areas in pubs) as long as they are with someone over 18.	../src/online/a_modern_thriving_society/leisure/01.json	
Which TWO of the following are considered popular English foods?	Haggis	Ulster Fry	Roast beef	Fish and chips	C, D	In England a traditional dish is roast beef, which is served with potatoes, vegetables, Yorkshire puddings (batter that is baked in the oven) and other accompaniments. Fish and chips are also popular.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following is a traditional food of Northern Ireland?	Ulster pasty	Ulster pancake	Ulster fishcake	Ulster fry	D	Ulster fry is a fried meal with bacon, eggs, sausage, black pudding, white pudding, tomatoes, mushrooms, soda bread and potato bread.	../src/online/a_modern_thriving_society/leisure/01.json	
Which of the following is a famous British film?	Touching the Void	Anthem for Doomed Youth	She Walks in Beauty	The Mikado	A	Famous British films include Touching the Void (2003), directed by Kevin MacDonald.	../src/online/a_modern_thriving_society/leisure/00.json	
How is the British Broadcasting Corporation (BBC) funded?	With money raised from television licences	Through sponsorship by large national and multinational companies	Through advertising revenue	Through charitable donations	A	The money from TV licences is used to pay for the British Broadcasting Corporation (BBC). This is a British public service broadcaster providing television and radio programmes.	../src/online/a_modern_thriving_society/leisure/00.json	
What is the minimum legal age to buy alcohol in a pub or night club?	21	25	18	16	C	To buy alcohol in a pub or night club you must be 18 or over.	../src/online/a_modern_thriving_society/leisure/00.json	
